opportunity_id,sales_agent,product,account,deal_stage,close_date
7252,Maureen Marcano,GTXPro,Blackzim,Won,2017-12-20
7253,Vicki Laflamme,MG Special,Nam-zim,Lost,2017-10-13
7254,Vicki Laflamme,GTX Basic,Y-corporation,Won,2017-12-20
7255,Wilburn Farren,GTXPro,Gogozoom,Engaging,
7256,Zane Levy,GTXPro,Plusstrip,Won,2017-12-28
7257,Anna Snelling,MG Special,Hottechi,Lost,2017-10-12
7258,Cecily Lampkin,GTX Basic,Stanredtax,Won,2017-10-11
7259,Corliss Cosme,GTXPro,Zotware,Lost,2017-10-13
7260,Darcel Schlecht,GTX Plus Basic,Rangreen,Won,2017-10-10
7261,Darcel Schlecht,GTX Plus Pro,Condax,Won,2017-12-14
7262,Darcel Schlecht,GTXPro,Inity,Won,2017-10-14
7263,Darcel Schlecht,GTXPro,Stanredtax,Won,2017-12-22
7264,Donn Cantrell,MG Advanced,Zathunicon,Lost,2017-10-10
7265,Elease Gluck,MG Special,UNKNOWN,Engaging,
7266,Elease Gluck,GTK 500,Konex,Lost,2017-10-18
7267,Garret Kinder,GTX Plus Pro,Acme Corporation,Won,2017-10-07
7268,Hayden Neloms,MG Advanced,Scotfind,Lost,2017-12-13
7269,James Ascencio,GTX Basic,Groovestreet,Lost,2017-10-10
7270,James Ascencio,GTXPro,Labdrill,Lost,2017-11-23
7271,James Ascencio,GTX Plus Basic,Hatfan,Won,2017-10-18
7272,James Ascencio,GTX Plus Pro,Blackzim,Won,2017-10-11
7273,Jonathan Berthelot,GTX Basic,Inity,Won,2017-10-10
7274,Jonathan Berthelot,MG Special,Gogozoom,Won,2017-10-12
7275,Kami Bicknell,GTXPro,Finjob,Won,2017-11-24
7276,Kary Hendrixson,GTXPro,UNKNOWN,Engaging,
7277,Marty Freudenburg,GTX Basic,Warephase,Won,2017-12-24
7278,Moses Frase,MG Special,Stanredtax,Won,2017-12-28
7279,Niesha Huffines,GTX Plus Basic,Dontechi,Lost,2017-10-13
7280,Niesha Huffines,GTX Plus Basic,Dontechi,Lost,2017-10-15
7281,Niesha Huffines,GTXPro,Funholding,Lost,2017-10-15
7282,Reed Clapper,GTXPro,Gekko & Co,Won,2017-12-31
7283,Reed Clapper,MG Advanced,Umbrella Corporation,Won,2017-12-17
7284,Rosalina Dieter,GTX Basic,Faxquote,Lost,2017-10-11
7285,Rosie Papadopoulos,MG Advanced,Umbrella Corporation,Won,2017-10-11
7286,Versie Hillebrand,GTX Basic,Betatech,Lost,2017-10-16
7287,Versie Hillebrand,MG Special,Conecom,Won,2017-10-07
7288,Vicki Laflamme,MG Special,Zoomit,Lost,2017-10-08
7289,Vicki Laflamme,MG Advanced,Doncon,Won,2017-10-08
7290,Zane Levy,MG Special,Xx-holding,Lost,2017-10-07
7291,Anna Snelling,MG Special,Funholding,Lost,2017-11-24
7292,Anna Snelling,MG Advanced,Ron-tech,Lost,2017-10-08
7293,Boris Faz,GTX Basic,Konex,Won,2017-12-14
7294,Boris Faz,GTXPro,Xx-zobam,Won,2017-10-07
7295,Cassey Cress,MG Special,Zathunicon,Won,2017-12-26
7296,Cassey Cress,MG Advanced,Bubba Gump,Won,2017-11-12
7297,Corliss Cosme,GTX Plus Basic,Donware,Won,2017-10-16
7298,Daniell Hammack,MG Advanced,UNKNOWN,Engaging,
7299,Darcel Schlecht,GTX Plus Pro,dambase,Won,2017-11-22
7300,Darcel Schlecht,GTXPro,Finhigh,Won,2017-10-08
7301,Donn Cantrell,GTX Plus Basic,Yearin,Lost,2017-10-16
7302,Elease Gluck,MG Special,UNKNOWN,Engaging,
7303,Gladys Colclough,GTX Basic,Streethex,Won,2017-11-20
7304,Gladys Colclough,MG Advanced,Stanredtax,Won,2017-10-08
7305,James Ascencio,GTX Basic,Groovestreet,Won,2017-12-31
7306,Jonathan Berthelot,GTX Plus Basic,Condax,Lost,2017-10-17
7307,Jonathan Berthelot,GTX Basic,Codehow,Won,2017-12-31
7308,Lajuana Vencill,GTX Plus Basic,Statholdings,Lost,2017-10-12
7309,Lajuana Vencill,GTX Basic,Globex Corporation,Won,2017-12-21
7310,Markita Hansen,GTXPro,Hatfan,Lost,2017-10-15
7311,Moses Frase,GTX Basic,dambase,Won,2017-10-07
7312,Moses Frase,GTX Basic,Gogozoom,Won,2017-10-14
7313,Reed Clapper,MG Advanced,Zencorporation,Won,2017-10-07
7314,Rosie Papadopoulos,GTX Plus Pro,The New York Inquirer,Won,2017-10-14
7315,Versie Hillebrand,MG Special,dambase,Won,2017-10-11
7316,Wilburn Farren,GTXPro,Mathtouch,Lost,2017-10-08
7317,Zane Levy,GTX Plus Basic,Condax,Won,2017-12-23
7318,Anna Snelling,GTX Plus Pro,Streethex,Won,2017-10-13
7319,Boris Faz,GTX Plus Basic,Umbrella Corporation,Won,2017-11-19
7320,Cassey Cress,GTX Basic,Zotware,Lost,2017-10-08
7321,Cecily Lampkin,MG Special,Toughzap,Won,2017-10-19
7322,Cecily Lampkin,MG Advanced,Finhigh,Won,2017-12-28
7323,Daniell Hammack,GTX Plus Basic,Gekko & Co,Won,2017-11-04
7324,Daniell Hammack,GTX Plus Basic,Initech,Won,2017-10-13
7325,Darcel Schlecht,MG Advanced,Hottechi,Lost,2017-12-23
7326,Darcel Schlecht,MG Special,Genco Pura Olive Oil Company,Won,2017-12-30
7327,Hayden Neloms,MG Advanced,Green-Plus,Won,2017-12-13
7328,Jonathan Berthelot,GTXPro,Rundofase,Won,2017-12-22
7329,Jonathan Berthelot,GTXPro,Zumgoity,Won,2017-10-09
7330,Kami Bicknell,GTX Basic,Plexzap,Lost,2017-11-25
7331,Kary Hendrixson,GTX Basic,Dalttechnology,Won,2017-12-08
7332,Lajuana Vencill,GTX Basic,Globex Corporation,Won,2017-10-13
7333,Markita Hansen,GTX Basic,Singletechno,Won,2017-12-30
7334,Markita Hansen,MG Special,Cheers,Won,2017-12-13
7335,Marty Freudenburg,GTX Plus Basic,Finhigh,Lost,2017-10-15
7336,Marty Freudenburg,GTX Basic,Streethex,Won,2017-10-08
7337,Marty Freudenburg,GTX Plus Basic,Genco Pura Olive Oil Company,Won,2017-10-14
7338,Marty Freudenburg,MG Advanced,Isdom,Won,2017-12-20
7339,Maureen Marcano,GTX Basic,Condax,Won,2017-12-05
7340,Maureen Marcano,MG Special,Hatfan,Won,2017-12-14
7341,Moses Frase,GTX Basic,Rangreen,Won,2017-10-19
7342,Rosalina Dieter,MG Special,Kan-code,Lost,2017-10-15
7343,Vicki Laflamme,GTX Plus Basic,Finjob,Won,2017-10-09
7344,Anna Snelling,GTX Plus Pro,Treequote,Won,2017-12-30
7345,Boris Faz,GTXPro,Umbrella Corporation,Won,2017-10-14
7346,Boris Faz,MG Advanced,Konex,Won,2017-11-21
7347,Cassey Cress,MG Advanced,Betasoloin,Won,2017-10-17
7348,Cecily Lampkin,GTX Plus Basic,Rangreen,Won,2017-10-15
7349,Corliss Cosme,GTX Basic,Zotware,Lost,2017-10-16
7350,Daniell Hammack,GTXPro,Sumace,Won,2017-12-14
7351,Darcel Schlecht,MG Special,Domzoom,Lost,2017-10-10
7352,Donn Cantrell,GTX Plus Basic,Massive Dynamic,Lost,2017-11-21
7353,Garret Kinder,MG Advanced,Vehement Capital Partners,Won,2017-10-20
7354,Gladys Colclough,GTX Plus Basic,Globex Corporation,Lost,2017-10-14
7355,Gladys Colclough,GTXPro,Toughzap,Lost,2017-10-09
7356,Hayden Neloms,MG Advanced,Blackzim,Won,2017-12-22
7357,Jonathan Berthelot,GTXPro,dambase,Lost,2017-12-26
7358,Kami Bicknell,GTX Plus Basic,UNKNOWN,Engaging,
7359,Kami Bicknell,GTX Basic,Sunnamplex,Lost,2017-10-09
7360,Kami Bicknell,GTX Basic,Xx-holding,Won,2017-10-10
7361,Kary Hendrixson,GTX Plus Pro,Fasehatice,Won,2017-10-16
7362,Kary Hendrixson,GTXPro,Newex,Won,2017-11-23
7363,Markita Hansen,MG Special,UNKNOWN,Engaging,
7364,Markita Hansen,GTX Plus Basic,Blackzim,Lost,2017-10-10
7365,Markita Hansen,MG Special,Labdrill,Lost,2017-10-14
7366,Rosalina Dieter,MG Special,Zoomit,Lost,2017-10-20
7367,Vicki Laflamme,MG Advanced,Newex,Won,2017-10-09
7368,Zane Levy,MG Special,UNKNOWN,Engaging,
7369,Anna Snelling,GTX Plus Pro,Conecom,Lost,2017-10-17
7370,Anna Snelling,MG Advanced,Ron-tech,Won,2017-10-20
7371,Boris Faz,GTX Plus Pro,Donquadtech,Won,2017-12-30
7372,Corliss Cosme,GTX Plus Pro,Kinnamplus,Won,2017-10-15
7373,Daniell Hammack,GTXPro,UNKNOWN,Engaging,
7374,Daniell Hammack,MG Special,Ontomedia,Won,2017-10-18
7375,Darcel Schlecht,GTXPro,Statholdings,Lost,2017-10-10
7376,Garret Kinder,GTX Basic,Zotware,Won,2017-10-10
7377,Garret Kinder,MG Advanced,The New York Inquirer,Won,2017-10-20
7378,Gladys Colclough,GTX Basic,Konmatfix,Lost,2017-11-27
7379,James Ascencio,GTX Plus Basic,Finjob,Won,2017-11-23
7380,Jonathan Berthelot,GTX Basic,Stanredtax,Lost,2017-10-21
7381,Jonathan Berthelot,GTX Plus Basic,Warephase,Won,2017-11-25
7382,Kami Bicknell,GTX Basic,Finjob,Won,2017-12-22
7383,Kami Bicknell,GTX Basic,Konex,Won,2017-10-10
7384,Kary Hendrixson,GTX Basic,Singletechno,Lost,2017-10-18
7385,Markita Hansen,MG Special,UNKNOWN,Engaging,
7386,Markita Hansen,GTXPro,Singletechno,Won,2017-12-25
7387,Marty Freudenburg,GTX Plus Basic,Genco Pura Olive Oil Company,Lost,2017-11-30
7388,Maureen Marcano,GTX Basic,Sunnamplex,Lost,2017-10-19
7389,Niesha Huffines,GTX Basic,Statholdings,Lost,2017-10-21
7390,Niesha Huffines,GTX Plus Basic,Stanredtax,Won,2017-10-10
7391,Rosalina Dieter,MG Special,Sunnamplex,Won,2017-10-10
7392,Rosalina Dieter,MG Advanced,Singletechno,Won,2017-10-11
7393,Versie Hillebrand,MG Advanced,Rangreen,Won,2017-10-14
7394,Violet Mclelland,MG Special,Yearin,Lost,2017-12-23
7395,Zane Levy,GTX Basic,Hottechi,Lost,2017-10-17
7396,Zane Levy,MG Advanced,Condax,Lost,2017-10-11
7397,Zane Levy,GTX Basic,Y-corporation,Won,2017-12-17
7398,Anna Snelling,MG Special,Codehow,Lost,2017-10-19
7399,Anna Snelling,GTX Plus Basic,Gogozoom,Won,2017-10-11
7400,Boris Faz,MG Special,Kinnamplus,Lost,2017-10-18
7401,Corliss Cosme,GTX Plus Basic,Kan-code,Lost,2017-10-15
7402,Daniell Hammack,GTX Plus Basic,Yearin,Lost,2017-11-13
7403,Daniell Hammack,GTXPro,Zencorporation,Won,2017-12-18
7404,Darcel Schlecht,GTX Plus Basic,Toughzap,Lost,2017-12-26
7405,Darcel Schlecht,GTXPro,Warephase,Lost,2017-10-14
7406,Hayden Neloms,MG Advanced,Lexiqvolax,Lost,2017-10-15
7407,Jonathan Berthelot,MG Advanced,Treequote,Won,2017-10-20
7408,Kami Bicknell,GTX Basic,Dalttechnology,Won,2017-10-11
7409,Kary Hendrixson,GTX Basic,Groovestreet,Lost,2017-10-14
7410,Kary Hendrixson,GTX Plus Basic,Scotfind,Lost,2017-10-11
7411,Kary Hendrixson,GTX Basic,Faxquote,Won,2017-11-20
7412,Kary Hendrixson,GTX Basic,Hottechi,Won,2017-10-12
7413,Kary Hendrixson,GTX Basic,Labdrill,Won,2017-10-22
7414,Kary Hendrixson,GTX Basic,Sunnamplex,Won,2017-10-14
7415,Lajuana Vencill,GTX Basic,Rundofase,Lost,2017-12-25
7416,Lajuana Vencill,MG Special,Gogozoom,Lost,2017-10-19
7417,Marty Freudenburg,GTX Basic,Scottech,Lost,2017-10-19
7418,Marty Freudenburg,MG Advanced,Globex Corporation,Won,2017-10-17
7419,Moses Frase,GTX Basic,dambase,Won,2017-12-29
7420,Rosie Papadopoulos,GTXPro,Zencorporation,Won,2017-10-11
7421,Vicki Laflamme,GTXPro,Plusstrip,Won,2017-10-12
7422,Zane Levy,GTX Basic,Konex,Lost,2017-10-11
7423,Zane Levy,GTX Basic,Blackzim,Won,2017-12-23
7424,Zane Levy,GTX Basic,Faxquote,Won,2017-10-18
7425,Zane Levy,GTX Plus Basic,Y-corporation,Won,2017-10-15
7426,Anna Snelling,MG Advanced,Statholdings,Lost,2017-10-13
7427,Anna Snelling,MG Advanced,Scottech,Won,2017-10-16
7428,Boris Faz,GTX Basic,Condax,Won,2017-12-27
7429,Boris Faz,GTX Plus Basic,Ganjaflex,Won,2017-10-21
7430,Cassey Cress,GTX Basic,Zathunicon,Won,2017-11-12
7431,Corliss Cosme,GTXPro,Initech,Won,2017-12-20
7432,Darcel Schlecht,GTX Plus Basic,Globex Corporation,Lost,2017-10-19
7433,Darcel Schlecht,GTX Plus Pro,Rundofase,Lost,2017-10-13
7434,Darcel Schlecht,GTX Plus Pro,Treequote,Won,2017-11-03
7435,Donn Cantrell,GTXPro,Bubba Gump,Won,2017-10-12
7436,Donn Cantrell,MG Advanced,Gekko & Co,Won,2017-10-20
7437,Garret Kinder,MG Special,Ganjaflex,Lost,2017-10-12
7438,James Ascencio,GTX Basic,Green-Plus,Lost,2017-10-13
7439,James Ascencio,GTX Plus Pro,Goodsilron,Won,2017-10-19
7440,James Ascencio,MG Special,Goodsilron,Won,2017-10-18
7441,Jonathan Berthelot,GTX Basic,Stanredtax,Won,2017-12-25
7442,Jonathan Berthelot,GTX Plus Basic,Cancity,Won,2017-10-22
7443,Kami Bicknell,MG Special,Dalttechnology,Won,2017-10-12
7444,Kary Hendrixson,GTX Basic,Konex,Lost,2017-10-13
7445,Kary Hendrixson,GTX Plus Basic,Labdrill,Lost,2017-12-23
7446,Kary Hendrixson,GTX Plus Pro,Hatfan,Won,2017-10-21
7447,Lajuana Vencill,MG Advanced,Treequote,Lost,2017-10-19
7448,Markita Hansen,MG Special,UNKNOWN,Engaging,
7449,Marty Freudenburg,GTX Plus Pro,Bioholding,Won,2017-12-15
7450,Rosalina Dieter,MG Advanced,Zoomit,Engaging,
7451,Rosie Papadopoulos,MG Special,Kan-code,Lost,2017-11-22
7452,Rosie Papadopoulos,GTX Basic,Yearin,Won,2017-12-10
7453,Versie Hillebrand,GTX Plus Pro,Cancity,Won,2017-11-29
7454,Vicki Laflamme,GTX Basic,Y-corporation,Won,2017-12-11
7455,Zane Levy,GTX Basic,Silis,Engaging,
7456,Zane Levy,GTX Basic,Fasehatice,Lost,2017-10-20
7457,Zane Levy,GTXPro,Singletechno,Won,2017-12-22
7458,Boris Faz,GTX Plus Basic,Umbrella Corporation,Lost,2017-10-19
7459,Corliss Cosme,GTX Plus Basic,UNKNOWN,Engaging,
7460,Darcel Schlecht,MG Special,Zumgoity,Lost,2017-10-17
7461,Jonathan Berthelot,MG Advanced,Ron-tech,Lost,2017-10-13
7462,Jonathan Berthelot,GTX Basic,Scottech,Won,2017-10-21
7463,Jonathan Berthelot,GTXPro,Conecom,Won,2017-12-28
7464,Jonathan Berthelot,MG Advanced,Conecom,Won,2017-12-06
7465,Kami Bicknell,GTX Basic,Scotfind,Won,2017-11-02
7466,Kary Hendrixson,GTX Basic,Dalttechnology,Won,2017-10-23
7467,Lajuana Vencill,GTX Basic,Globex Corporation,Lost,2017-10-21
7468,Lajuana Vencill,GTX Basic,Globex Corporation,Lost,2017-10-22
7469,Markita Hansen,GTX Basic,Labdrill,Won,2017-11-01
7470,Maureen Marcano,GTXPro,Fasehatice,Won,2017-10-17
7471,Moses Frase,GTX Basic,Finhigh,Won,2017-12-11
7472,Moses Frase,MG Advanced,Warephase,Won,2017-10-13
7473,Reed Clapper,MG Special,Zencorporation,Won,2017-10-14
7474,Violet Mclelland,GTX Plus Basic,Gekko & Co,Won,2017-10-17
7475,Zane Levy,MG Advanced,Hottechi,Lost,2017-10-19
7476,Zane Levy,GTX Basic,J-Texon,Won,2017-10-21
7477,Anna Snelling,MG Special,Treequote,Lost,2017-10-22
7478,Cassey Cress,GTX Plus Basic,Opentech,Won,2017-10-23
7479,Cecily Lampkin,MG Advanced,Warephase,Lost,2017-10-18
7480,Corliss Cosme,GTX Plus Basic,Zathunicon,Lost,2017-10-20
7481,Corliss Cosme,GTX Plus Pro,Yearin,Lost,2017-11-21
7482,Daniell Hammack,GTXPro,Konex,Lost,2017-10-22
7483,Darcel Schlecht,GTXPro,Gogozoom,Won,2017-10-24
7484,Darcel Schlecht,GTXPro,Hottechi,Won,2017-12-20
7485,Darcel Schlecht,MG Advanced,Ron-tech,Won,2017-10-14
7486,Donn Cantrell,GTX Basic,Initech,Lost,2017-10-15
7487,Donn Cantrell,MG Special,Donware,Lost,2017-12-09
7488,Donn Cantrell,MG Advanced,Kan-code,Lost,2017-12-10
7489,Hayden Neloms,GTX Plus Basic,Rantouch,Lost,2017-10-20
7490,Hayden Neloms,MG Advanced,Kan-code,Won,2017-10-14
7491,James Ascencio,GTX Plus Pro,Singletechno,Lost,2017-12-03
7492,Kami Bicknell,GTX Plus Basic,UNKNOWN,Engaging,
7493,Kary Hendrixson,GTX Basic,Hottechi,Engaging,
7494,Markita Hansen,GTX Basic,UNKNOWN,Engaging,
7495,Markita Hansen,MG Advanced,Nam-zim,Lost,2017-10-18
7496,Maureen Marcano,MG Advanced,Cheers,Lost,2017-10-25
7497,Moses Frase,MG Advanced,Inity,Lost,2017-11-29
7498,Moses Frase,GTX Plus Basic,Rangreen,Won,2017-10-26
7499,Reed Clapper,MG Special,Bubba Gump,Won,2017-12-14
7500,Versie Hillebrand,MG Special,Stanredtax,Won,2017-10-24
7501,Vicki Laflamme,GTX Plus Pro,Xx-holding,Lost,2017-10-22
7502,Vicki Laflamme,GTX Basic,Hottechi,Won,2017-12-10
7503,Violet Mclelland,GTX Plus Basic,Umbrella Corporation,Lost,2017-10-21
7504,Violet Mclelland,MG Special,Donware,Lost,2017-10-15
7505,Violet Mclelland,MG Special,Zencorporation,Won,2017-10-24
7506,Cecily Lampkin,GTX Plus Basic,Rangreen,Won,2017-10-26
7507,Corliss Cosme,GTX Basic,The New York Inquirer,Won,2017-11-17
7508,Daniell Hammack,GTX Plus Basic,Gekko & Co,Lost,2017-12-30
7509,Darcel Schlecht,GTXPro,Stanredtax,Lost,2017-10-15
7510,Darcel Schlecht,MG Special,Bioholding,Lost,2017-10-21
7511,Darcel Schlecht,GTXPro,Dontechi,Won,2017-10-18
7512,Donn Cantrell,MG Special,Donware,Lost,2017-11-01
7513,Donn Cantrell,GTXPro,Silis,Won,2017-10-24
7514,Garret Kinder,GTX Basic,Opentech,Lost,2017-10-18
7515,Garret Kinder,GTX Plus Basic,Donquadtech,Lost,2017-10-15
7516,Hayden Neloms,GTX Plus Basic,Hatfan,Won,2017-10-15
7517,James Ascencio,GTX Basic,Finjob,Lost,2017-11-30
7518,Jonathan Berthelot,GTX Basic,Conecom,Won,2017-10-22
7519,Kami Bicknell,GTX Basic,Newex,Won,2017-12-03
7520,Lajuana Vencill,GTX Basic,Conecom,Lost,2017-10-20
7521,Lajuana Vencill,MG Special,Toughzap,Won,2017-10-16
7522,Marty Freudenburg,GTXPro,Streethex,Lost,2017-10-18
7523,Marty Freudenburg,GTX Basic,Dontechi,Won,2017-12-26
7524,Niesha Huffines,GTX Plus Basic,Ron-tech,Lost,2017-12-31
7525,Rosalina Dieter,MG Advanced,Newex,Lost,2017-10-23
7526,Versie Hillebrand,MG Special,Scottech,Won,2017-10-22
7527,Vicki Laflamme,GTX Plus Pro,UNKNOWN,Engaging,
7528,Vicki Laflamme,MG Special,Green-Plus,Lost,2017-11-01
7529,Zane Levy,GTX Plus Pro,Hatfan,Lost,2017-10-23
7530,Zane Levy,GTXPro,Xx-holding,Won,2017-10-15
7531,Anna Snelling,MG Special,Isdom,Lost,2017-10-24
7532,Cassey Cress,GTXPro,Toughzap,Engaging,
7533,Cassey Cress,GTX Plus Pro,Zotware,Lost,2017-10-24
7534,Cecily Lampkin,MG Advanced,Streethex,Lost,2017-10-16
7535,Daniell Hammack,GTX Plus Pro,Ganjaflex,Lost,2017-10-25
7536,Daniell Hammack,GTXPro,Kinnamplus,Won,2017-11-01
7537,Darcel Schlecht,GTX Plus Basic,Ron-tech,Won,2017-10-16
7538,Darcel Schlecht,GTXPro,Dontechi,Won,2017-10-16
7539,Darcel Schlecht,GTXPro,Streethex,Won,2017-10-16
7540,Donn Cantrell,GTX Plus Basic,Condax,Won,2017-10-28
7541,Gladys Colclough,GTXPro,Codehow,Lost,2017-10-19
7542,Hayden Neloms,MG Special,Faxquote,Lost,2017-10-21
7543,Hayden Neloms,GTX Plus Basic,Groovestreet,Won,2017-12-20
7544,Kary Hendrixson,GTX Basic,Finjob,Lost,2017-10-23
7545,Kary Hendrixson,GTX Basic,Konex,Lost,2017-10-26
7546,Kary Hendrixson,GTX Plus Basic,Xx-holding,Won,2017-10-16
7547,Kary Hendrixson,GTX Plus Pro,Doncon,Won,2017-11-26
7548,Kary Hendrixson,GTXPro,Fasehatice,Won,2017-10-16
7549,Lajuana Vencill,MG Special,dambase,Lost,2017-10-21
7550,Marty Freudenburg,GTX Plus Pro,Globex Corporation,Lost,2017-10-24
7551,Marty Freudenburg,GTXPro,Streethex,Lost,2017-10-23
7552,Moses Frase,GTX Plus Pro,Codehow,Won,2017-10-23
7553,Reed Clapper,MG Advanced,The New York Inquirer,Lost,2017-12-27
7554,Reed Clapper,GTX Plus Pro,Initech,Won,2017-11-28
7555,Versie Hillebrand,MG Special,Inity,Lost,2017-10-25
7556,Wilburn Farren,MG Special,Sumace,Won,2017-10-23
7557,Zane Levy,GTX Plus Pro,Dalttechnology,Won,2017-10-23
7558,Anna Snelling,MG Special,Stanredtax,Won,2017-12-13
7559,Cecily Lampkin,GTX Plus Basic,Statholdings,Won,2017-11-03
7560,Corliss Cosme,GTXPro,Zencorporation,Won,2017-10-17
7561,Daniell Hammack,GTX Plus Basic,Sumace,Won,2017-12-25
7562,Darcel Schlecht,GTXPro,Stanredtax,Lost,2017-10-19
7563,Darcel Schlecht,MG Special,Zumgoity,Lost,2017-10-17
7564,Darcel Schlecht,GTXPro,Ron-tech,Won,2017-10-25
7565,Darcel Schlecht,MG Advanced,Conecom,Won,2017-10-17
7566,Donn Cantrell,GTX Basic,Initech,Lost,2017-10-26
7567,Gladys Colclough,MG Special,Codehow,Lost,2017-10-24
7568,Hayden Neloms,MG Advanced,Cheers,Won,2017-10-20
7569,Kami Bicknell,GTXPro,Sonron,Lost,2017-10-22
7570,Kary Hendrixson,GTX Basic,Faxquote,Lost,2017-10-26
7571,Kary Hendrixson,GTX Basic,Singletechno,Lost,2017-10-21
7572,Kary Hendrixson,GTX Basic,Nam-zim,Won,2017-11-12
7573,Kary Hendrixson,MG Special,Dalttechnology,Won,2017-10-24
7574,Markita Hansen,GTX Plus Basic,Golddex,Won,2017-10-23
7575,Marty Freudenburg,GTX Plus Basic,Hottechi,Lost,2017-10-21
7576,Moses Frase,GTX Basic,Betatech,Won,2017-10-28
7577,Niesha Huffines,GTX Plus Basic,Hottechi,Lost,2017-11-19
7578,Rosie Papadopoulos,GTXPro,Vehement Capital Partners,Lost,2017-10-18
7579,Versie Hillebrand,MG Special,Isdom,Won,2017-10-17
7580,Vicki Laflamme,GTX Basic,Green-Plus,Won,2017-12-21
7581,Vicki Laflamme,GTXPro,Condax,Won,2017-10-25
7582,Vicki Laflamme,MG Special,Lexiqvolax,Won,2017-10-18
7583,Violet Mclelland,GTX Basic,UNKNOWN,Engaging,
7584,Violet Mclelland,GTX Plus Basic,UNKNOWN,Engaging,
7585,Zane Levy,GTX Plus Pro,Goodsilron,Won,2017-10-23
7586,Anna Snelling,MG Special,dambase,Won,2017-10-23
7587,Boris Faz,GTX Plus Pro,Yearin,Lost,2017-10-25
7588,Cassey Cress,GTXPro,Xx-zobam,Won,2017-10-29
7589,Corliss Cosme,MG Advanced,Plussunin,Lost,2017-12-13
7590,Darcel Schlecht,GTXPro,Rundofase,Lost,2017-10-24
7591,Darcel Schlecht,GTXPro,Cancity,Won,2017-10-23
7592,Gladys Colclough,GTXPro,Rundofase,Lost,2017-10-23
7593,Jonathan Berthelot,GTXPro,Stanredtax,Won,2017-10-19
7594,Kami Bicknell,GTX Plus Basic,UNKNOWN,Engaging,
7595,Kami Bicknell,GTXPro,UNKNOWN,Engaging,
7596,Markita Hansen,GTX Basic,Hatfan,Lost,2017-10-23
7597,Markita Hansen,MG Special,Goodsilron,Lost,2017-10-26
7598,Markita Hansen,MG Special,Nam-zim,Lost,2017-10-26
7599,Marty Freudenburg,MG Special,dambase,Won,2017-10-26
7600,Versie Hillebrand,MG Special,Betatech,Won,2017-10-27
7601,Vicki Laflamme,MG Special,Xx-holding,Won,2017-10-26
7602,Violet Mclelland,GTX Plus Basic,Betasoloin,Lost,2017-10-18
7603,Violet Mclelland,MG Special,The New York Inquirer,Lost,2017-10-18
7604,Wilburn Farren,MG Special,Massive Dynamic,Lost,2017-10-19
7605,Zane Levy,GTX Plus Basic,Kan-code,Won,2017-12-10
7606,Cassey Cress,MG Advanced,The New York Inquirer,Lost,2017-10-19
7607,Cecily Lampkin,GTX Plus Basic,Inity,Won,2017-10-20
7608,Cecily Lampkin,MG Advanced,Globex Corporation,Won,2017-12-19
7609,Corliss Cosme,GTX Plus Basic,Konex,Lost,2017-10-25
7610,Corliss Cosme,MG Advanced,Zotware,Won,2017-10-26
7611,Daniell Hammack,GTX Plus Basic,Massive Dynamic,Lost,2017-11-05
7612,Darcel Schlecht,GTXPro,Rangreen,Won,2017-10-20
7613,Donn Cantrell,GTX Basic,Bluth Company,Lost,2017-10-24
7614,Donn Cantrell,GTXPro,Donware,Lost,2017-11-29
7615,Elease Gluck,MG Special,Singletechno,Won,2017-10-20
7616,Garret Kinder,GTX Plus Pro,Konex,Won,2017-10-25
7617,Gladys Colclough,MG Advanced,Konmatfix,Lost,2017-10-24
7618,Hayden Neloms,MG Advanced,Green-Plus,Lost,2017-10-19
7619,Hayden Neloms,MG Special,Y-corporation,Won,2017-12-20
7620,Hayden Neloms,MG Advanced,Singletechno,Won,2017-10-22
7621,Kami Bicknell,GTXPro,Plexzap,Lost,2017-10-26
7622,Kami Bicknell,MG Advanced,Groovestreet,Won,2017-10-24
7623,Kary Hendrixson,GTX Basic,Dalttechnology,Lost,2017-11-22
7624,Kary Hendrixson,MG Special,Nam-zim,Lost,2017-11-05
7625,Kary Hendrixson,MG Special,Plusstrip,Won,2017-12-17
7626,Lajuana Vencill,GTX Basic,Funholding,Won,2017-10-20
7627,Marty Freudenburg,MG Special,Bioholding,Won,2017-10-30
7628,Marty Freudenburg,MG Special,Hottechi,Won,2017-12-19
7629,Niesha Huffines,GTX Basic,Treequote,Lost,2017-10-29
7630,Niesha Huffines,GTX Basic,Ron-tech,Won,2017-10-27
7631,Reed Clapper,GTX Plus Basic,Xx-zobam,Lost,2017-12-11
7632,Reed Clapper,MG Special,Gekko & Co,Won,2017-10-19
7633,Rosalina Dieter,MG Special,UNKNOWN,Engaging,
7634,Rosalina Dieter,MG Special,Plusstrip,Lost,2017-12-02
7635,Rosie Papadopoulos,GTX Plus Basic,Umbrella Corporation,Lost,2017-10-25
7636,Rosie Papadopoulos,MG Special,Initech,Lost,2017-10-28
7637,Vicki Laflamme,GTX Basic,Doncon,Lost,2017-12-31
7638,Vicki Laflamme,MG Advanced,Hottechi,Lost,2017-10-24
7639,Vicki Laflamme,MG Advanced,Rantouch,Won,2017-10-27
7640,Anna Snelling,GTX Plus Basic,Hottechi,Won,2017-10-30
7641,Cassey Cress,GTXPro,Opentech,Lost,2017-10-31
